,tarih,id,ürün,ürün besin değeri,ürün kategorisi,ürün üretim yeri,market,şehir,Price,yillik tufe,aylık tufe
18524,2021-05-01,18524,Nişasta,353,tahıl ve ürünleri,Yurt içi,M,H,8.2105,16.59,0.89
18525,2021-05-01,18525,Pilav,368,tahıl ve ürünleri,Yurt içi,M,H,8.2105,16.59,0.89
18526,2021-05-01,18526,Pirinç unu,353,tahıl ve ürünleri,Yurt içi,M,H,8.2105,16.59,0.89
18527,2021-05-01,18527,Şehriye,390,tahıl ve ürünleri,Yurt içi,M,H,8.2105,16.59,0.89
18528,2021-05-01,18528,Tarhana,329,tahıl ve ürünleri,Yurt içi,M,H,8.2105,16.59,0.89
18529,2021-05-01,18529,Yulaf unu,402,tahıl ve ürünleri,Yurt içi,M,H,8.2105,16.59,0.89
18530,2021-05-01,18530,yumurta,100,süt ürünleri ve kahvaltılık,Yurt içi,M,H,8.2105,16.59,0.89
18531,2021-05-01,18531,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt içi,M,H,8.2105,16.59,0.89
18532,2021-05-01,18532,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt içi,M,H,8.2105,16.59,0.89
18533,2021-05-01,18533,krema,200,süt ürünleri ve kahvaltılık,Yurt içi,M,H,8.2105,16.59,0.89
18534,2021-05-01,18534,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt içi,M,H,8.2105,16.59,0.89
18535,2021-05-01,18535,sucuk,125,süt ürünleri ve kahvaltılık,Yurt içi,M,H,8.2105,16.59,0.89
18536,2021-05-01,18536,salam,125,süt ürünleri ve kahvaltılık,Yurt içi,M,H,8.2105,16.59,0.89
18537,2021-05-01,18537,sosis,120,süt ürünleri ve kahvaltılık,Yurt içi,M,H,8.2105,16.59,0.89
18538,2021-05-01,18538,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt içi,M,H,8.2105,16.59,0.89
18539,2021-05-01,18539,kaymak,350,süt ürünleri ve kahvaltılık,Yurt içi,M,H,8.2105,16.59,0.89
18540,2021-05-01,18540,bal,400,süt ürünleri ve kahvaltılık,Yurt içi,M,H,8.2105,16.59,0.89
18541,2021-05-01,18541,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt içi,M,H,8.2105,16.59,0.89
18542,2021-05-01,18542,Armut,57,meyve,Yurt içi,M,H,8.2105,16.59,0.89
18543,2021-05-01,18543,Çilek,39,meyve,Yurt içi,M,H,8.2105,16.59,0.89
18544,2021-05-01,18544,Elma,52,meyve,Yurt içi,M,H,8.2105,16.59,0.89
18545,2021-05-01,18545,Erik türleri,60,meyve,Yurt içi,M,H,8.2105,16.59,0.89
18546,2021-05-01,18546,İncir,80,meyve,Yurt içi,M,H,8.2105,16.59,0.89
18547,2021-05-01,18547,Karadut,93,meyve,Yurt içi,M,H,8.2105,16.59,0.89
18548,2021-05-01,18548,Karpuz,24,meyve,Yurt içi,M,H,8.2105,16.59,0.89
18549,2021-05-01,18549,Kavun,28,meyve,Yurt içi,M,H,8.2105,16.59,0.89
18550,2021-05-01,18550,Kayısı,54,meyve,Yurt içi,M,H,8.2105,16.59,0.89
18551,2021-05-01,18551,Kiraz,79,meyve,Yurt içi,M,H,8.2105,16.59,0.89
18552,2021-05-01,18552,Limon,17,meyve,Yurt içi,M,H,8.2105,16.59,0.89
18553,2021-05-01,18553,Mandalina,36,meyve,Yurt içi,M,H,8.2105,16.59,0.89
18554,2021-05-01,18554,Muz,90,meyve,Yurt içi,M,H,8.2105,16.59,0.89
18555,2021-05-01,18555,Nar,77,meyve,Yurt içi,M,H,8.2105,16.59,0.89
18556,2021-05-01,18556,Portakal,41,meyve,Yurt içi,M,H,8.2105,16.59,0.89
18557,2021-05-01,18557,Şeftali,49,meyve,Yurt içi,M,H,8.2105,16.59,0.89
18558,2021-05-01,18558,Üzüm,74,meyve,Yurt içi,M,H,8.2105,16.59,0.89
18559,2021-05-01,18559,Vişne,57,meyve,Yurt içi,M,H,8.2105,16.59,0.89
18560,2021-05-01,18560,fındık,110,kuruyemiş,Yurt içi,M,H,8.2105,16.59,0.89
18561,2021-05-01,18561,fıstık,115,kuruyemiş,Yurt içi,M,H,8.2105,16.59,0.89
18562,2021-05-01,18562,kaju,100,kuruyemiş,Yurt içi,M,H,8.2105,16.59,0.89
18563,2021-05-01,18563,badem,110,kuruyemiş,Yurt içi,M,H,8.2105,16.59,0.89
18564,2021-05-01,18564,ceviz,120,kuruyemiş,Yurt içi,M,H,8.2105,16.59,0.89
18565,2021-05-01,18565,kıyma,120,et,Yurt dışı,M,H,8.2105,16.59,0.89
18566,2021-05-01,18566,tavuk,103,et,Yurt dışı,M,H,8.2105,16.59,0.89
18567,2021-05-01,18567,hindi,160,et,Yurt dışı,M,H,8.2105,16.59,0.89
18568,2021-05-01,18568,Bakla-kuru,354,sebze ve bakliyat,Yurt dışı,M,H,8.2105,16.59,0.89
18569,2021-05-01,18569,Bakla-taze,72,sebze ve bakliyat,Yurt dışı,M,H,8.2105,16.59,0.89
18570,2021-05-01,18570,Bamya,42,sebze ve bakliyat,Yurt dışı,M,H,8.2105,16.59,0.89
18571,2021-05-01,18571,Barbunya-kuru,346,sebze ve bakliyat,Yurt dışı,M,H,8.2105,16.59,0.89
18572,2021-05-01,18572,Bezelye-taze,47,sebze ve bakliyat,Yurt dışı,M,H,8.2105,16.59,0.89
18573,2021-05-01,18573,Biber-yeşil,25,sebze ve bakliyat,Yurt dışı,M,H,8.2105,16.59,0.89
18574,2021-05-01,18574,Brüksel laha.,47,sebze ve bakliyat,Yurt dışı,M,H,8.2105,16.59,0.89
18575,2021-05-01,18575,Domates,25,sebze ve bakliyat,Yurt dışı,M,H,8.2105,16.59,0.89
18576,2021-05-01,18576,Enginar,63,sebze ve bakliyat,Yurt dışı,M,H,8.2105,16.59,0.89
18577,2021-05-01,18577,Fasulye-kuru,333,sebze ve bakliyat,Yurt dışı,M,H,8.2105,16.59,0.89
18578,2021-05-01,18578,Fasulye-taze,35,sebze ve bakliyat,Yurt dışı,M,H,8.2105,16.59,0.89
18579,2021-05-01,18579,Havuç,42,sebze ve bakliyat,Yurt dışı,M,H,8.2105,16.59,0.89
18580,2021-05-01,18580,Salatalık,8,sebze ve bakliyat,Yurt dışı,M,H,8.2105,16.59,0.89
18581,2021-05-01,18581,Ispanak,25,sebze ve bakliyat,Yurt dışı,M,H,8.2105,16.59,0.89
18582,2021-05-01,18582,Kabak,19,sebze ve bakliyat,Yurt dışı,M,H,8.2105,16.59,0.89
18583,2021-05-01,18583,Karnabahar,25,sebze ve bakliyat,Yurt dışı,M,H,8.2105,16.59,0.89
18584,2021-05-01,18584,Kereviz-baş,38,sebze ve bakliyat,Yurt dışı,M,H,8.2105,16.59,0.89
18585,2021-05-01,18585,Kırmızı-pancar,42,sebze ve bakliyat,Yurt dışı,M,H,8.2105,16.59,0.89
18586,2021-05-01,18586,Lahana,24,sebze ve bakliyat,Yurt dışı,M,H,8.2105,16.59,0.89
18587,2021-05-01,18587,Mantar,16,sebze ve bakliyat,Yurt dışı,M,H,8.2105,16.59,0.89
18588,2021-05-01,18588,Marul,15,sebze ve bakliyat,Yurt dışı,M,H,8.2105,16.59,0.89
18589,2021-05-01,18589,Mercimek-kuru,351,sebze ve bakliyat,Yurt dışı,M,H,8.2105,16.59,0.89
18590,2021-05-01,18590,Nohut,376,sebze ve bakliyat,Yurt dışı,M,H,8.2105,16.59,0.89
18591,2021-05-01,18591,Pancar,42,sebze ve bakliyat,Yurt dışı,M,H,8.2105,16.59,0.89
18592,2021-05-01,18592,Patates,83,sebze ve bakliyat,Yurt dışı,M,H,8.2105,16.59,0.89
18593,2021-05-01,18593,Patlıcan,24,sebze ve bakliyat,Yurt dışı,M,H,8.2105,16.59,0.89
18594,2021-05-01,18594,Pazı,27,sebze ve bakliyat,Yurt dışı,M,H,8.2105,16.59,0.89
18595,2021-05-01,18595,Pırasa,52,sebze ve bakliyat,Yurt dışı,M,H,8.2105,16.59,0.89
18596,2021-05-01,18596,Semizotu,32,sebze ve bakliyat,Yurt dışı,M,H,8.2105,16.59,0.89
18597,2021-05-01,18597,Buğday ekmeği,247,tahıl ve ürünleri,Yurt dışı,M,H,8.2105,16.59,0.89
18598,2021-05-01,18598,Bulgur,350,tahıl ve ürünleri,Yurt dışı,M,H,8.2105,16.59,0.89
18599,2021-05-01,18599,Erişte,390,tahıl ve ürünleri,Yurt dışı,M,H,8.2105,16.59,0.89
18600,2021-05-01,18600,Makarna,390,tahıl ve ürünleri,Yurt dışı,M,H,8.2105,16.59,0.89
18601,2021-05-01,18601,Mısır,351,tahıl ve ürünleri,Yurt dışı,M,H,8.2105,16.59,0.89
18602,2021-05-01,18602,Mısır unu,353,tahıl ve ürünleri,Yurt dışı,M,H,8.2105,16.59,0.89
18603,2021-05-01,18603,Nişasta,353,tahıl ve ürünleri,Yurt dışı,M,H,8.2105,16.59,0.89
18604,2021-05-01,18604,Pilav,368,tahıl ve ürünleri,Yurt dışı,M,H,8.2105,16.59,0.89
18605,2021-05-01,18605,Pirinç unu,353,tahıl ve ürünleri,Yurt dışı,M,H,8.2105,16.59,0.89
18606,2021-05-01,18606,Şehriye,390,tahıl ve ürünleri,Yurt dışı,M,H,8.2105,16.59,0.89
18607,2021-05-01,18607,Tarhana,329,tahıl ve ürünleri,Yurt dışı,M,H,8.2105,16.59,0.89
18608,2021-05-01,18608,Yulaf unu,402,tahıl ve ürünleri,Yurt dışı,M,H,8.2105,16.59,0.89
18609,2021-05-01,18609,yumurta,100,süt ürünleri ve kahvaltılık,Yurt dışı,M,H,8.2105,16.59,0.89
18610,2021-05-01,18610,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt dışı,M,H,8.2105,16.59,0.89
18611,2021-05-01,18611,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt dışı,M,H,8.2105,16.59,0.89
18612,2021-05-01,18612,krema,200,süt ürünleri ve kahvaltılık,Yurt dışı,M,H,8.2105,16.59,0.89
18613,2021-05-01,18613,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt dışı,M,H,8.2105,16.59,0.89
18614,2021-05-01,18614,sucuk,125,süt ürünleri ve kahvaltılık,Yurt dışı,M,H,8.2105,16.59,0.89
18615,2021-05-01,18615,salam,125,süt ürünleri ve kahvaltılık,Yurt dışı,M,H,8.2105,16.59,0.89
18616,2021-05-01,18616,sosis,120,süt ürünleri ve kahvaltılık,Yurt dışı,M,H,8.2105,16.59,0.89
18617,2021-05-01,18617,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt dışı,M,H,8.2105,16.59,0.89
18618,2021-05-01,18618,kaymak,350,süt ürünleri ve kahvaltılık,Yurt dışı,M,H,8.2105,16.59,0.89
18619,2021-05-01,18619,bal,400,süt ürünleri ve kahvaltılık,Yurt dışı,M,H,8.2105,16.59,0.89
18620,2021-05-01,18620,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt dışı,M,H,8.2105,16.59,0.89
18621,2021-05-01,18621,Armut,57,meyve,Yurt dışı,M,H,8.2105,16.59,0.89
18622,2021-05-01,18622,Çilek,39,meyve,Yurt dışı,M,H,8.2105,16.59,0.89
18623,2021-05-01,18623,Elma,52,meyve,Yurt dışı,M,H,8.2105,16.59,0.89
18624,2021-05-01,18624,Erik türleri,60,meyve,Yurt dışı,M,H,8.2105,16.59,0.89
18625,2021-05-01,18625,İncir,80,meyve,Yurt dışı,M,H,8.2105,16.59,0.89
18626,2021-05-01,18626,Karadut,93,meyve,Yurt dışı,M,H,8.2105,16.59,0.89
18627,2021-05-01,18627,Karpuz,24,meyve,Yurt dışı,M,H,8.2105,16.59,0.89
18628,2021-05-01,18628,Kavun,28,meyve,Yurt dışı,M,H,8.2105,16.59,0.89
18629,2021-05-01,18629,Kayısı,54,meyve,Yurt dışı,M,H,8.2105,16.59,0.89
18630,2021-05-01,18630,Kiraz,79,meyve,Yurt dışı,M,H,8.2105,16.59,0.89
18631,2021-05-01,18631,Limon,17,meyve,Yurt dışı,M,H,8.2105,16.59,0.89
18632,2021-05-01,18632,Mandalina,36,meyve,Yurt dışı,M,H,8.2105,16.59,0.89
18633,2021-05-01,18633,Muz,90,meyve,Yurt dışı,M,H,8.2105,16.59,0.89
18634,2021-05-01,18634,Nar,77,meyve,Yurt dışı,M,H,8.2105,16.59,0.89
18635,2021-05-01,18635,Portakal,41,meyve,Yurt dışı,M,H,8.2105,16.59,0.89
18636,2021-05-01,18636,Şeftali,49,meyve,Yurt dışı,M,H,8.2105,16.59,0.89
18637,2021-05-01,18637,Üzüm,74,meyve,Yurt dışı,M,H,8.2105,16.59,0.89
18638,2021-05-01,18638,Vişne,57,meyve,Yurt dışı,M,H,8.2105,16.59,0.89
18639,2021-05-01,18639,fındık,110,kuruyemiş,Yurt dışı,M,H,8.2105,16.59,0.89
18640,2021-05-01,18640,fıstık,115,kuruyemiş,Yurt dışı,M,H,8.2105,16.59,0.89
18641,2021-05-01,18641,kaju,100,kuruyemiş,Yurt dışı,M,H,8.2105,16.59,0.89
18642,2021-05-01,18642,badem,110,kuruyemiş,Yurt dışı,M,H,8.2105,16.59,0.89
18643,2021-05-01,18643,ceviz,120,kuruyemiş,Yurt dışı,M,H,8.2105,16.59,0.89
18644,2021-05-01,18644,kıyma,120,et,Yurt içi,C,H,8.2105,16.59,0.89
18645,2021-05-01,18645,tavuk,103,et,Yurt içi,C,H,8.2105,16.59,0.89
18646,2021-05-01,18646,hindi,160,et,Yurt içi,C,H,8.2105,16.59,0.89
18647,2021-05-01,18647,Bakla-kuru,354,sebze ve bakliyat,Yurt içi,C,H,8.2105,16.59,0.89
18648,2021-05-01,18648,Bakla-taze,72,sebze ve bakliyat,Yurt içi,C,H,8.2105,16.59,0.89
18649,2021-05-01,18649,Bamya,42,sebze ve bakliyat,Yurt içi,C,H,8.2105,16.59,0.89
18650,2021-05-01,18650,Barbunya-kuru,346,sebze ve bakliyat,Yurt içi,C,H,8.2105,16.59,0.89
18651,2021-05-01,18651,Bezelye-taze,47,sebze ve bakliyat,Yurt içi,C,H,8.2105,16.59,0.89
18652,2021-05-01,18652,Biber-yeşil,25,sebze ve bakliyat,Yurt içi,C,H,8.2105,16.59,0.89
18653,2021-05-01,18653,Brüksel laha.,47,sebze ve bakliyat,Yurt içi,C,H,8.2105,16.59,0.89
18654,2021-05-01,18654,Domates,25,sebze ve bakliyat,Yurt içi,C,H,8.2105,16.59,0.89
18655,2021-05-01,18655,Enginar,63,sebze ve bakliyat,Yurt içi,C,H,8.2105,16.59,0.89
18656,2021-05-01,18656,Fasulye-kuru,333,sebze ve bakliyat,Yurt içi,C,H,8.2105,16.59,0.89
18657,2021-05-01,18657,Fasulye-taze,35,sebze ve bakliyat,Yurt içi,C,H,8.2105,16.59,0.89
18658,2021-05-01,18658,Havuç,42,sebze ve bakliyat,Yurt içi,C,H,8.2105,16.59,0.89
18659,2021-05-01,18659,Salatalık,8,sebze ve bakliyat,Yurt içi,C,H,8.2105,16.59,0.89
18660,2021-05-01,18660,Ispanak,25,sebze ve bakliyat,Yurt içi,C,H,8.2105,16.59,0.89
18661,2021-05-01,18661,Kabak,19,sebze ve bakliyat,Yurt içi,C,H,8.2105,16.59,0.89
18662,2021-05-01,18662,Karnabahar,25,sebze ve bakliyat,Yurt içi,C,H,8.2105,16.59,0.89
18663,2021-05-01,18663,Kereviz-baş,38,sebze ve bakliyat,Yurt içi,C,H,8.2105,16.59,0.89
18664,2021-05-01,18664,Kırmızı-pancar,42,sebze ve bakliyat,Yurt içi,C,H,8.2105,16.59,0.89
18665,2021-05-01,18665,Lahana,24,sebze ve bakliyat,Yurt içi,C,H,8.2105,16.59,0.89
18666,2021-05-01,18666,Mantar,16,sebze ve bakliyat,Yurt içi,C,H,8.2105,16.59,0.89
18667,2021-05-01,18667,Marul,15,sebze ve bakliyat,Yurt içi,C,H,8.2105,16.59,0.89
18668,2021-05-01,18668,Mercimek-kuru,351,sebze ve bakliyat,Yurt içi,C,H,8.2105,16.59,0.89
18669,2021-05-01,18669,Nohut,376,sebze ve bakliyat,Yurt içi,C,H,8.2105,16.59,0.89
18670,2021-05-01,18670,Pancar,42,sebze ve bakliyat,Yurt içi,C,H,8.2105,16.59,0.89
18671,2021-05-01,18671,Patates,83,sebze ve bakliyat,Yurt içi,C,H,8.2105,16.59,0.89
18672,2021-05-01,18672,Patlıcan,24,sebze ve bakliyat,Yurt içi,C,H,8.2105,16.59,0.89
18673,2021-05-01,18673,Pazı,27,sebze ve bakliyat,Yurt içi,C,H,8.2105,16.59,0.89
18674,2021-05-01,18674,Pırasa,52,sebze ve bakliyat,Yurt içi,C,H,8.2105,16.59,0.89
18675,2021-05-01,18675,Semizotu,32,sebze ve bakliyat,Yurt içi,C,H,8.2105,16.59,0.89
18676,2021-05-01,18676,Buğday ekmeği,247,tahıl ve ürünleri,Yurt içi,C,H,8.2105,16.59,0.89
18677,2021-05-01,18677,Bulgur,350,tahıl ve ürünleri,Yurt içi,C,H,8.2105,16.59,0.89
18678,2021-05-01,18678,Erişte,390,tahıl ve ürünleri,Yurt içi,C,H,8.2105,16.59,0.89
18679,2021-05-01,18679,Makarna,390,tahıl ve ürünleri,Yurt içi,C,H,8.2105,16.59,0.89
18680,2021-05-01,18680,Mısır,351,tahıl ve ürünleri,Yurt içi,C,H,8.2105,16.59,0.89
18681,2021-05-01,18681,Mısır unu,353,tahıl ve ürünleri,Yurt içi,C,H,8.2105,16.59,0.89
18682,2021-05-01,18682,Nişasta,353,tahıl ve ürünleri,Yurt içi,C,H,8.2105,16.59,0.89
18683,2021-05-01,18683,Pilav,368,tahıl ve ürünleri,Yurt içi,C,H,8.2105,16.59,0.89
18684,2021-05-01,18684,Pirinç unu,353,tahıl ve ürünleri,Yurt içi,C,H,8.2105,16.59,0.89
18685,2021-05-01,18685,Şehriye,390,tahıl ve ürünleri,Yurt içi,C,H,8.2105,16.59,0.89
18686,2021-05-01,18686,Tarhana,329,tahıl ve ürünleri,Yurt içi,C,H,8.2105,16.59,0.89
18687,2021-05-01,18687,Yulaf unu,402,tahıl ve ürünleri,Yurt içi,C,H,8.2105,16.59,0.89
18688,2021-05-01,18688,yumurta,100,süt ürünleri ve kahvaltılık,Yurt içi,C,H,8.2105,16.59,0.89
18689,2021-05-01,18689,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt içi,C,H,8.2105,16.59,0.89
18690,2021-05-01,18690,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt içi,C,H,8.2105,16.59,0.89
18691,2021-05-01,18691,krema,200,süt ürünleri ve kahvaltılık,Yurt içi,C,H,8.2105,16.59,0.89
18692,2021-05-01,18692,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt içi,C,H,8.2105,16.59,0.89
18693,2021-05-01,18693,sucuk,125,süt ürünleri ve kahvaltılık,Yurt içi,C,H,8.2105,16.59,0.89
18694,2021-05-01,18694,salam,125,süt ürünleri ve kahvaltılık,Yurt içi,C,H,8.2105,16.59,0.89
18695,2021-05-01,18695,sosis,120,süt ürünleri ve kahvaltılık,Yurt içi,C,H,8.2105,16.59,0.89
18696,2021-05-01,18696,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt içi,C,H,8.2105,16.59,0.89
18697,2021-05-01,18697,kaymak,350,süt ürünleri ve kahvaltılık,Yurt içi,C,H,8.2105,16.59,0.89
18698,2021-05-01,18698,bal,400,süt ürünleri ve kahvaltılık,Yurt içi,C,H,8.2105,16.59,0.89
18699,2021-05-01,18699,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt içi,C,H,8.2105,16.59,0.89
18700,2021-05-01,18700,Armut,57,meyve,Yurt içi,C,H,8.2105,16.59,0.89
18701,2021-05-01,18701,Çilek,39,meyve,Yurt içi,C,H,8.2105,16.59,0.89
18702,2021-05-01,18702,Elma,52,meyve,Yurt içi,C,H,8.2105,16.59,0.89
18703,2021-05-01,18703,Erik türleri,60,meyve,Yurt içi,C,H,8.2105,16.59,0.89
18704,2021-05-01,18704,İncir,80,meyve,Yurt içi,C,H,8.2105,16.59,0.89
18705,2021-05-01,18705,Karadut,93,meyve,Yurt içi,C,H,8.2105,16.59,0.89
18706,2021-05-01,18706,Karpuz,24,meyve,Yurt içi,C,H,8.2105,16.59,0.89
18707,2021-05-01,18707,Kavun,28,meyve,Yurt içi,C,H,8.2105,16.59,0.89
18708,2021-05-01,18708,Kayısı,54,meyve,Yurt içi,C,H,8.2105,16.59,0.89
18709,2021-05-01,18709,Kiraz,79,meyve,Yurt içi,C,H,8.2105,16.59,0.89
18710,2021-05-01,18710,Limon,17,meyve,Yurt içi,C,H,8.2105,16.59,0.89
18711,2021-05-01,18711,Mandalina,36,meyve,Yurt içi,C,H,8.2105,16.59,0.89
18712,2021-05-01,18712,Muz,90,meyve,Yurt içi,C,H,8.2105,16.59,0.89
18713,2021-05-01,18713,Nar,77,meyve,Yurt içi,C,H,8.2105,16.59,0.89
18714,2021-05-01,18714,Portakal,41,meyve,Yurt içi,C,H,8.2105,16.59,0.89
18715,2021-05-01,18715,Şeftali,49,meyve,Yurt içi,C,H,8.2105,16.59,0.89
18716,2021-05-01,18716,Üzüm,74,meyve,Yurt içi,C,H,8.2105,16.59,0.89
18717,2021-05-01,18717,Vişne,57,meyve,Yurt içi,C,H,8.2105,16.59,0.89
18718,2021-05-01,18718,fındık,110,kuruyemiş,Yurt içi,C,H,8.2105,16.59,0.89
18719,2021-05-01,18719,fıstık,115,kuruyemiş,Yurt içi,C,H,8.2105,16.59,0.89
18720,2021-05-01,18720,kaju,100,kuruyemiş,Yurt içi,C,H,8.2105,16.59,0.89
18721,2021-05-01,18721,badem,110,kuruyemiş,Yurt içi,C,H,8.2105,16.59,0.89
18722,2021-05-01,18722,ceviz,120,kuruyemiş,Yurt içi,C,H,8.2105,16.59,0.89
18723,2021-05-01,18723,kıyma,120,et,Yurt dışı,C,H,8.2105,16.59,0.89
18724,2021-05-01,18724,tavuk,103,et,Yurt dışı,C,H,8.2105,16.59,0.89
18725,2021-05-01,18725,hindi,160,et,Yurt dışı,C,H,8.2105,16.59,0.89
18726,2021-05-01,18726,Bakla-kuru,354,sebze ve bakliyat,Yurt dışı,C,H,8.2105,16.59,0.89
18727,2021-05-01,18727,Bakla-taze,72,sebze ve bakliyat,Yurt dışı,C,H,8.2105,16.59,0.89
18728,2021-05-01,18728,Bamya,42,sebze ve bakliyat,Yurt dışı,C,H,8.2105,16.59,0.89
18729,2021-05-01,18729,Barbunya-kuru,346,sebze ve bakliyat,Yurt dışı,C,H,8.2105,16.59,0.89
18730,2021-05-01,18730,Bezelye-taze,47,sebze ve bakliyat,Yurt dışı,C,H,8.2105,16.59,0.89
18731,2021-05-01,18731,Biber-yeşil,25,sebze ve bakliyat,Yurt dışı,C,H,8.2105,16.59,0.89
18732,2021-05-01,18732,Brüksel laha.,47,sebze ve bakliyat,Yurt dışı,C,H,8.2105,16.59,0.89
18733,2021-05-01,18733,Domates,25,sebze ve bakliyat,Yurt dışı,C,H,8.2105,16.59,0.89
18734,2021-05-01,18734,Enginar,63,sebze ve bakliyat,Yurt dışı,C,H,8.2105,16.59,0.89
18735,2021-05-01,18735,Fasulye-kuru,333,sebze ve bakliyat,Yurt dışı,C,H,8.2105,16.59,0.89
18736,2021-05-01,18736,Fasulye-taze,35,sebze ve bakliyat,Yurt dışı,C,H,8.2105,16.59,0.89
18737,2021-05-01,18737,Havuç,42,sebze ve bakliyat,Yurt dışı,C,H,8.2105,16.59,0.89
18738,2021-05-01,18738,Salatalık,8,sebze ve bakliyat,Yurt dışı,C,H,8.2105,16.59,0.89
18739,2021-05-01,18739,Ispanak,25,sebze ve bakliyat,Yurt dışı,C,H,8.2105,16.59,0.89
18740,2021-05-01,18740,Kabak,19,sebze ve bakliyat,Yurt dışı,C,H,8.2105,16.59,0.89
18741,2021-05-01,18741,Karnabahar,25,sebze ve bakliyat,Yurt dışı,C,H,8.2105,16.59,0.89
18742,2021-05-01,18742,Kereviz-baş,38,sebze ve bakliyat,Yurt dışı,C,H,8.2105,16.59,0.89
18743,2021-05-01,18743,Kırmızı-pancar,42,sebze ve bakliyat,Yurt dışı,C,H,8.2105,16.59,0.89
18744,2021-05-01,18744,Lahana,24,sebze ve bakliyat,Yurt dışı,C,H,8.2105,16.59,0.89
18745,2021-05-01,18745,Mantar,16,sebze ve bakliyat,Yurt dışı,C,H,8.2105,16.59,0.89
18746,2021-05-01,18746,Marul,15,sebze ve bakliyat,Yurt dışı,C,H,8.2105,16.59,0.89
18747,2021-05-01,18747,Mercimek-kuru,351,sebze ve bakliyat,Yurt dışı,C,H,8.2105,16.59,0.89
18748,2021-05-01,18748,Nohut,376,sebze ve bakliyat,Yurt dışı,C,H,8.2105,16.59,0.89
18749,2021-05-01,18749,Pancar,42,sebze ve bakliyat,Yurt dışı,C,H,8.2105,16.59,0.89
18750,2021-05-01,18750,Patates,83,sebze ve bakliyat,Yurt dışı,C,H,8.2105,16.59,0.89
18751,2021-05-01,18751,Patlıcan,24,sebze ve bakliyat,Yurt dışı,C,H,8.2105,16.59,0.89
18752,2021-05-01,18752,Pazı,27,sebze ve bakliyat,Yurt dışı,C,H,8.2105,16.59,0.89
18753,2021-05-01,18753,Pırasa,52,sebze ve bakliyat,Yurt dışı,C,H,8.2105,16.59,0.89
18754,2021-05-01,18754,Semizotu,32,sebze ve bakliyat,Yurt dışı,C,H,8.2105,16.59,0.89
18755,2021-05-01,18755,Buğday ekmeği,247,tahıl ve ürünleri,Yurt dışı,C,H,8.2105,16.59,0.89
18756,2021-05-01,18756,Bulgur,350,tahıl ve ürünleri,Yurt dışı,C,H,8.2105,16.59,0.89
18757,2021-05-01,18757,Erişte,390,tahıl ve ürünleri,Yurt dışı,C,H,8.2105,16.59,0.89
18758,2021-05-01,18758,Makarna,390,tahıl ve ürünleri,Yurt dışı,C,H,8.2105,16.59,0.89
18759,2021-05-01,18759,Mısır,351,tahıl ve ürünleri,Yurt dışı,C,H,8.2105,16.59,0.89
18760,2021-05-01,18760,Mısır unu,353,tahıl ve ürünleri,Yurt dışı,C,H,8.2105,16.59,0.89
18761,2021-05-01,18761,Nişasta,353,tahıl ve ürünleri,Yurt dışı,C,H,8.2105,16.59,0.89
18762,2021-05-01,18762,Pilav,368,tahıl ve ürünleri,Yurt dışı,C,H,8.2105,16.59,0.89
18763,2021-05-01,18763,Pirinç unu,353,tahıl ve ürünleri,Yurt dışı,C,H,8.2105,16.59,0.89
18764,2021-05-01,18764,Şehriye,390,tahıl ve ürünleri,Yurt dışı,C,H,8.2105,16.59,0.89
18765,2021-05-01,18765,Tarhana,329,tahıl ve ürünleri,Yurt dışı,C,H,8.2105,16.59,0.89
18766,2021-05-01,18766,Yulaf unu,402,tahıl ve ürünleri,Yurt dışı,C,H,8.2105,16.59,0.89
18767,2021-05-01,18767,yumurta,100,süt ürünleri ve kahvaltılık,Yurt dışı,C,H,8.2105,16.59,0.89
18768,2021-05-01,18768,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt dışı,C,H,8.2105,16.59,0.89
18769,2021-05-01,18769,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt dışı,C,H,8.2105,16.59,0.89
18770,2021-05-01,18770,krema,200,süt ürünleri ve kahvaltılık,Yurt dışı,C,H,8.2105,16.59,0.89
18771,2021-05-01,18771,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt dışı,C,H,8.2105,16.59,0.89
18772,2021-05-01,18772,sucuk,125,süt ürünleri ve kahvaltılık,Yurt dışı,C,H,8.2105,16.59,0.89
18773,2021-05-01,18773,salam,125,süt ürünleri ve kahvaltılık,Yurt dışı,C,H,8.2105,16.59,0.89
